ID,TIMESTAMP,LABEL
1,1746369071328,BENIGN
2,1746369071329,BENIGN
3,1746369071331,BENIGN
4,1746369078866,BENIGN
5,1746369078867,BENIGN
6,1746369086445,BENIGN
7,1746369093380,BENIGN
8,1746369093380,BENIGN
9,1746369100431,BENIGN
10,1746369107426,BENIGN
11,1746369114754,BENIGN
12,1746369122285,BENIGN
13,1746369129668,BENIGN
